Statement,Label
"""Ο Rob Cornilles έχει υποστηριχθεί από 20 τοπικούς δημάρχους, μεταξύ των οποίων ανεξάρτητοι, δημοκρατικοί και ρεπουμπλικάνοι.""",False
"""Η Delta είχε τους περισσότερους θανάτους ζώων μεταξύ των αμερικανικών αερομεταφορέων τα τελευταία πέντε χρόνια""",True
"""Η υποψήφια των Ρεπουμπλικανών για το αξίωμα του κυβερνήτη Karen Hκαιel διεξήγαγε 100% αρνητική εκστρατεία.""",True
"""Ο υπουργός Δικαιοσύνης Έρικ Χόλντερ εμπλέκεται στην απόρριψη των ποινικών κατηγοριών κατά του Νέου Κόμματος Μαύρων Πανθήρων για εκφοβισμό ψηφοφόρων""",False
"""Λέει ότι το μερίδιο της πολιτείας στις δημόσιες εκπαιδευτικές δαπάνες του Τέξας αυξήθηκε κατά 82 % την τελευταία δεκαετία, φθάνοντας τα 20 δισεκατομμύρια δολάρια το 2009.""",True
"""Στο Ρίτσμοντ, Va., υπάρχουν περισσότερα φορτηγά που έρχονται παρά φεύγουν.""",True
"""Ο κυβερνήτης Chris Christie χρωστάει στο κράτος χρήματα για ανέσεις όπως επιπλέον τυρί Gorgonzola για το προσωπικό του σε αυτά τα ταξίδια.""",False
"""Χαίρομαι για τη διατύπωσή της (μια έκθεση δεοντολογίας σχετικά με τα ταξίδια του Κογκρέσου που χρηματοδοτούνται από εταιρείες), διότι σαφώς η διατύπωση με αθωώνει.""",False
"""Paul Ryans σχέδιο Medicare θα μπορούσε να αυξήσει το κόστος των μελλοντικών συνταξιούχων περισσότερο από $6.000.""",True
"""Σχετικά με τις φορολογικές αναστροφές, η Wall Street Journals επιτέθηκε εκπληκτικά σε αυτό το φορολογικό σύστημα.""",False
"""Λέει ότι η Stefani Carter χρησιμοποίησε επανειλημμένα τις δωρεές των υποστηρικτών της εκστρατείας της για να νοικιάσει μηχανήματα μαργαρίτας για το γραφείο της πολιτειακής μας βουλής.""",True
"""Μπορεί να έχετε διανύσει το μήκος ενός γηπέδου ποδοσφαίρου στα πέντε δευτερόλεπτα που χρειάζονται για να ελέγξετε ένα μήνυμα.""",True
"""Εισήγαγα ένα νομοσχέδιο που θα βοηθούσε να σταματήσουν τα πακέτα μπόνους πολλών εκατομμυρίων δολαρίων που παίρνουν οι διευθύνοντες σύμβουλοι κατά την έξοδό τους...(Ο Μακέιν) αντιτάχθηκε σε αυτή την ιδέα.""",False
"""Υπάρχουν σχεδόν 500.000 εγγεγραμμένοι σεξουαλικοί παραβάτες σε όλη τη χώρα και ανά πάσα στιγμή περίπου 100.000 αγνοούνται.""",False
"""Η κυβέρνηση διευκόλυνε τον δράστη του Φορτ Χουντ να αφήσει τα γένια του για θρησκευτικούς λόγους.""",False
"""Λέει ότι σύμφωνα με τον νόμο περί προσιτής περίθαλψης, οι νέοι εγγεγραμμένοι στο New Jerseys (Medicaid) δεν θα πληρούν τις προϋποθέσεις για τα αντίστοιχα ομοσπονδιακά κονδύλια απλώς και μόνο επειδή τους προσθέσαμε στους καταλόγους πριν από το 2014.""",False
"""Λέει ότι η κυβέρνηση Ομπάμα αποδυνάμωσε τις κυρώσεις κατά του Ιράν, τις καθυστέρησε και προσπάθησε να εμποδίσει το Κογκρέσο να θέσει σε εφαρμογή τις σκληρές κυρώσεις.""",False
"""Λέει ότι το νερό του ποταμού Central Texas που στάλθηκε στους κατάντη καλλιεργητές ρυζιού το 2011 ισοδυναμούσε με τη χρήση νερού της Austins για περίπου τρία χρόνια.""",True
"""Το Ουισκόνσιν είναι μία από τις λίγες πολιτείες της χώρας που δεν απαιτούν επί του παρόντος φωτογραφική ταυτότητα για να ψηφίσουν.""",False
"""Αυτά τα 60 στρέμματα (στα οποία οι Atlanta Braves θέλουν να χτίσουν ένα γήπεδο) έχουν παράγει μηδενικά χρήματα για πάρκα και αναψυχή, έχουν παράγει μηδενικά χρήματα για την εκπαίδευση.""",True
"""Θα μάθετε περισσότερα για τον Ντόναλντ Τραμπ πηγαίνοντας στις ομοσπονδιακές εκλογές για να δείτε το έντυπο οικονομικής αποκάλυψης παρά κοιτάζοντας τις φορολογικές δηλώσεις.""",False
"""Η κομητεία Cuyahoga ψήφισε ένα πρόγραμμα που εγγυάται έναν αποταμιευτικό λογαριασμό για το κολέγιο για κάθε παιδί που μπαίνει στο νηπιαγωγείο της κομητείας αυτής - η πρώτη κομητεία στις Ηνωμένες Πολιτείες που το κάνει αυτό.""",True
"""Περισσότεροι από τους μισούς νέους στις ιατρικές, οδοντιατρικές και νομικές σχολές είναι γυναίκες.""",False
"""Ο Ken Block υποστηρίζει το Obamacare.""",False
"""Λέει ότι η Χίλαρι Κλίντον θέλει ανοιχτά σύνορα.""",False
"""Ο υποψήφιος κυβερνήτης του GOP Nathan Deal είναι πρώην Δημοκρατικός του Κλίντον.""",False
"""Ο αντίπαλός μου υπόσχεται να φέρει πίσω τις παλιές θέσεις εργασίας, ευχόμενος να φύγει η παγκόσμια οικονομία.""",False
"""Η Kelly Ayotte έχει ψηφίσει τέσσερις φορές κατά του ομοσπονδιακού νόμου για τη δικαιοσύνη των μισθών.""",True
"""Ένας στους τέσσερις άστεγους στους δρόμους μας είναι βετεράνος.""",True
"""Είναι νόμιμο να υπογράψετε μια αίτηση ανάκλησης (κατά του κυβερνήτη Scott Walker), ακόμη και αν έχετε ήδη υπογράψει μια άλλη αίτηση ανάκλησης, αλλά μόνο μια υπογραφή μετράει.""",True
"""Η χρηματοδότηση της εκπαίδευσης με 7.176 δολάρια ανά μαθητή αποτελεί ιστορικό επίπεδο.""",True
"""Συνυποστήριξα τον νόμο Rebuild America Jobs Act για τις μεταφορές και τις υποδομές.""",False
"""Μια νέα έκθεση αποδεικνύει ότι τα κίνητρα που υποστηρίχθηκαν από τους Δημοκρατικούς της Νέας Ιερσέης κόστισαν 278.000 δολάρια ανά θέση εργασίας.""",False
"""Λέει ότι είναι παράλογο να λέμε ότι υπάρχουν αρκετά δεδομένα για να διαπιστωθεί σχέση μεταξύ του ποδοσφαίρου και της χρόνιας τραυματικής εγκεφαλοπάθειας.""",False
"""Οι σύζυγοι των αεροπειρατών της 11ης Σεπτεμβρίου γνώριζαν ακριβώς τι συνέβαινε και επέστρεψαν στη Σαουδική Αραβία δύο ημέρες πριν από τις επιθέσεις για να παρακολουθήσουν τους συζύγους τους στην τηλεόραση να πετούν τα αεροπλάνα.""",False
"""Λέει ότι η Jill McCabe υποστηρίζει τις αμβλώσεις σε προχωρημένο στάδιο.Τα μεγαλύτερα μέρη του μωρού είναι πιο κερδοφόρα.""",False
"""Λέει η Αμερικανίδα βουλευτής Νάνσι Πελόζι: """"Η μείωση των ωρών εργασίας των εργαζομένων είναι καλό πράγμα.Έτσι, το άτομο αυτό έχει χρόνο να κυνηγήσει τα όνειρα και τα πάθη του.""",False
"""Η Φλόριντα έχει έναν νόμο όπως (Indianas Religious Freedom Restoration Act).""",True
"""Τα πράγματα που είπα (κατά τη διάρκεια της τηλεφωνικής φάρσας από έναν μπλόγκερ που παρίστανε τον υποστηρικτή του ΓΑΠ Ντέιβιντ Κοχ) είναι τα πράγματα που είπα δημόσια όλο αυτό το διάστημα για τη συζήτηση για τον προϋπολογισμό του Ουισκόνσιν.""",False
"""Λένε ότι φωτογραφίες της Χίλαρι Κλίντον στο ντιμπέιτ δείχνουν κάτι που θα μπορούσε να είναι ακουστικό.""",False
"""Λέει ότι ο Τζο Μπάιντεν πήγε στην Κίνα και είπε ότι συμπάσχει και δεν θα αμφισβητήσει την πολιτική του ενός παιδιού που προβλέπει αναγκαστικές αμβλώσεις και στειρώσεις.""",False
"""Σχετικά με το αν θα τοποθετηθεί ο Rolκαι Burris ως νέος γερουσιαστής του Ιλινόις.""",False
"""Οι επιστροφές φόρου του 2014 θα καθυστερήσουν μέχρι τον Οκτώβριο του 2015.""",False
"""Σαράντα πέντε πολιτείες επιτρέπουν την ανοικτή οπλοφορία.""",True
"""Ο Ομπάμα """"παραμένει σιωπηλός"""" και """"δεν ρωτήθηκε ποτέ πώς αισθάνεται για το γεγονός ότι η εκκλησία του τιμά τον Φαρραχάν"""".""",False
"""Όταν ο Ντόναλντ Τραμπ μίλησε στο Φοίνιξ, κοίταξε το ακροατήριο στα μάτια και είπε όχι, θα χτίσουμε τείχος και θα απελάσουμε τους πάντες.Είπε, εισαγωγικά, θα φύγουν όλοι.Θα φύγουν όλοι.Αυτό είναι ένα από αυτά που μπορείτε να πάτε στην κασέτα και να δείτε τι είπε ο Ντόναλντ Τραμπ.""",True
"""Ο Τζον Έντουαρντς ποτέ... ποτέ από την αρχή της πολιτικής του καριέρας δεν πήρε ποτέ χρήματα από ΠΑΚ ή από λόμπι της Ουάσιγκτον.""",True
"""Όταν ο Τζεμπ (Μπους) ήταν κυβερνήτης, τα πρώτα τέσσερα χρόνια της θητείας του ως κυβερνήτης, το πρόγραμμα Medicaid αυξήθηκε δύο φορές πιο γρήγορα από το δικό μου.""",True
"""Το Σύστημα του Πανεπιστημίου του Wisconsin είχε ένα πρόγραμμα μονιμοποίησης των καθηγητών για μια ζωή.""",True
"""Η ανεργία μεταξύ των αποφοίτων λυκείου του Όρεγκον ηλικίας 18 έως 20 ετών αυξήθηκε περισσότερο από 200 % από το 2008 έως το 2011, ενώ ο μέσος όρος των ΗΠΑ αυξήθηκε μόνο κατά 30 %.""",True
"""Το Obamacare κόβει τους ηλικιωμένους Medicare.""",False
"""3Η άρνηση πολλών ομοσπονδιακών υπαλλήλων να πετάξουν με πούλμαν κοστίζει στους φορολογούμενους 146 εκατομμύρια δολάρια ετησίως.""",True
"""Η Φλόριντα ξοδεύει περισσότερα από 300 εκατομμύρια δολάρια ετησίως μόνο για τα παιδιά που επαναλαμβάνουν την προ-Κ έως την 3η τάξη.""",True
"""Ο σερίφης της κομητείας του Μιλγουόκι David A. Clarke Jr. συμβούλευσε τους πολίτες να στρέψουν την κάννη στο κέντρο της μάζας και να πατήσουν τη σκανδάλη, επειδή η 911 δεν είναι η καλύτερη επιλογή μας.""",True
"""Σχεδόν το 37 % των συνολικών εσόδων της Planned Parenthood προέρχεται από αμβλώσεις.""",False
"""Οι Ηνωμένες Πολιτείες έχουν το υψηλότερο ποσοστό παιδικής φτώχειας από σχεδόν όλες τις μεγάλες χώρες της Γης.""",True
"""Υπό τον κυβερνήτη Almond, το RI DMV είχε ένα πρόγραμμα που επέτρεπε σε [ανθρώπους] χωρίς χαρτιά να χρησιμοποιούν τον προσωπικό αριθμό φορολογικής τους ταυτότητας ...για να υποβάλουν [αίτηση] και να λάβουν άδεια οδήγησης RI.""",True
"""Οι παράνομοι αλλοδαποί κοστίζουν στην πολιτεία του Rhode Islκαι 400 εκατομμύρια δολάρια ετησίως.""",False
"""Λέει ότι ο Eric Cantor ψήφισε υπέρ της διασφάλισης ότι το Κογκρέσο θα πληρωθεί αν κλείσει η κυβέρνηση και κατά της διασφάλισης ότι τα στρατεύματα θα πληρωθούν.""",False
"""Αν το Κογκρέσο πάγωνε το τρέχον επίπεδο δαπανών και στη συνέχεια το μείωνε κατά 2% ετησίως, θα μπορούσαμε να ισοσκελίσουμε τον προϋπολογισμό σε πέντε χρόνια.""",True
"""Κάθε νομοθέτης (του Ουισκόνσιν) που θα ψηφίσει υπέρ αυτού του νομοσχεδίου θα πρέπει να παραιτηθεί από το ίδιο ποσό μισθού με τους υπόλοιπους κρατικούς υπαλλήλους.""",True
"""Ο Μάρκο Ρούμπιο έλεγχε κεφάλαια που από τα 600.000 δολάρια που συγκεντρώθηκαν, μόνο 4.000 δολάρια πήγαν σε cκαιidates για να προσπαθήσουν να βελτιώσουν τις πιθανότητές τους να εκλεγούν στο αξίωμα.""",True
"""Λέει ότι η καμπάνια της Χίλαρι Κλίντον δεν ήταν σαφής σχετικά με το πότε έσβησε τον διακομιστή των emails της εργασίας της.""",True
"""Λέει ότι ο βουλευτής Jon Runyan ψήφισε υπέρ του επαναπροσδιορισμού του βιασμού.""",False
"""Ο Τεντ Κρουζ είναι μαθηματικά εκτός νίκης.""",True
"""Ο John Paul Stevens είναι ο μόνος προτεστάντης στο Ανώτατο Δικαστήριο των ΗΠΑ.""",True
"""Το ογδόντα τοις εκατό των αντιβιοτικών σε αυτή τη χώρα χορηγείται στα ζώα.""",True
"""Φέτος, ο Έρικ Κάντορ έχει λάβει περισσότερα χρήματα από πετρελαϊκές εταιρείες από οποιοδήποτε άλλο μέλος του Κογκρέσου.""",False
"""Λέει ότι ο βουλευτής Steve Stockman ουσιαστικά θέλει ζώνες γεμάτες όπλα στα σχολεία.""",True
"""Οι στρατιωτικές δαπάνες των Ηνωμένων Πολιτειών είναι μεγαλύτερες από τις συνολικές δαπάνες των 14 επόμενων μεγαλύτερων κρατών.""",True
"""Η συμφωνία με το Ιράν λέει ότι αν οποιαδήποτε άλλη χώρα προσπαθήσει να υπονομεύσει το πυρηνικό πρόγραμμα (του Ιράν), πρέπει να τη βοηθήσουμε να αμυνθεί ενάντια στο Ισραήλ, την Αίγυπτο, τους Σαουδάραβες, τους δικούς μας συμμάχους.""",False
"""Η διοίκηση του Ρικ Σκοτς ξόδεψε πάνω από 100.000 δολάρια από τα χρήματα των φορολογουμένων κατά την πρώτη προσπάθεια εκκαθάρισης των ψηφοφόρων το 2012.""",False
"""Είμαστε πρώτοι στον κόσμο όσον αφορά τους ενεργειακούς πόρους.... Οι Ρώσοι είναι δεύτεροι, η Σαουδική Αραβία είναι τρίτη.""",True
"""Το Υπουργείο Γεωργίας εκτιμά ότι περίπου το 42% της σοδειάς καλαμποκιού θα χρησιμοποιηθεί για την παραγωγή αιθανόλης - περισσότερο από την ποσότητα καλαμποκιού που χρησιμοποιείται για τη διατροφή των ζώων και των πουλερικών στις Ηνωμένες Πολιτείες.""",True
"""Το 1913, ήταν νόμιμο να στέλνεις ταχυδρομικώς παιδιά.""",False
"""Απόψε στο Οχάιο, περισσότεροι άνθρωποι ψήφισαν τον Μπαράκ Ομπάμα σε έναν αγώνα χωρίς αντίπαλο από όσους ψήφισαν τους (Mitt) Romney και (Rick) Santorum μαζί.""",False
"""Οι Δημοκρατικοί συγκρίνουν τα προγράμματα υποδομών στο κίνητρο με το διαπολιτειακό πρόγραμμα του Αϊζενχάουερ, """"αλλά εκείνος πρότεινε ένα σύστημα αυτοκινητοδρόμων ύψους 500 δισεκατομμυρίων δολαρίων, και θα βάλουν 30 δισεκατομμύρια δολάρια"""" σε δρόμους και γέφυρες.""",True
"""Ο βουλευτής (Tom) Cotton είναι ο μόνος Αρκάνσας στο Κογκρέσο - Δημοκρατικός ή Ρεπουμπλικανός - που ψήφισε κατά της ανακούφισης από καταστροφές πέντε φορές.""",True
"""Το Πολεμικό Ναυτικό των ΗΠΑ ταξιδεύει με πλοία σε όλο τον κόσμο εδώ και 60 χρόνια με πυρηνικά εργοστάσια πάνω τους και δεν είχαμε ποτέ ατύχημα.""",True
"""Κανένας ανοιχτά ομοφυλόφιλος άνδρας δεν έχει εκλεγεί ποτέ στο νομοθετικό σώμα της Τζόρτζια.""",True
"""Οι βουλευτές Eric Cantor και Luis Gutierrez περιόδευαν πέρυσι στη χώρα ενωμένοι στο ισχίο, συνεργαζόμενοι με διακομματικό τρόπο για το στόχο της μεταρρύθμισης της μετανάστευσης.""",False
"""Ο ιστότοπος ύψους 5 δισεκατομμυρίων δολαρίων για το Obamacare δεν λειτούργησε ποτέ.""",False
"""Χρειάζεται σχεδόν ένας χρόνος για να διεκπεραιωθεί η αίτηση ενός πρόσφυγα στις Ηνωμένες Πολιτείες.""",True
"""Ο βουλευτής Ράιαν έχει εξασφαλίσει συνολικά 116.838.763 δολάρια μέχρι σήμερα (για την κοιλάδα Mahoning Valley) και έχει επιπλέον 27.095.000 δολάρια σε εκκρεμότητα σε νομοσχέδια δαπανών για το οικονομικό έτος 2010.""",True
"""Στη Βόρεια Καρολίνα, χρησιμοποίησαν τα χρήματα των κινήτρων για να προσλάβουν έναν νέο κρατικό υπάλληλο.Η δουλειά του είναι να ζητήσει περισσότερα κονδύλια από τους φορολογούμενους μέσω της ομοσπονδιακής κυβέρνησης.""",False
"""Εάν η γερουσιαστής Χίλαρι Κλίντον μπορούσε να θέσει σε εφαρμογή όλες τις προτάσεις της προεκλογικής της εκστρατείας, οι φορολογούμενοι θα αντιμετώπιζαν τη χρηματοδότηση νέων δαπανών ύψους άνω των 777,6 δισεκατομμυρίων δολαρίων σε μια θητεία του Λευκού Οίκου.""",True
"""Ο Dan Gecker ψήφισε τον διπλασιασμό των τελών ταξινόμησης οχημάτων, με αποτέλεσμα οι κάτοικοι της κομητείας (Chesterfield) να πληρώνουν πάνω από 6 εκατομμύρια δολάρια ετησίως.""",False
"""Πολλοί άνθρωποι δεν γνωρίζουν ότι 50.000 Αμερικανοί ζουν πλέον από το eBay.""",True
"""Δεν ξέρω τίποτα για τον Ντέιβιντ Ντουκ.""",False
"""Το 80 έως 85 % των κονδυλίων της προεκλογικής μου εκστρατείας πηγαίνει σε δωρεές σε διάφορες οργανώσεις σε όλη την πόλη της Providence.""",False
"""Μόνο το 3 % των ψηφοφόρων 18 έως 34 ετών δεν πιστεύει ότι η κλιματική αλλαγή συμβαίνει πραγματικά.""",True
"""Ο υποψήφιος για τη Γερουσία των ΗΠΑ Joni Ernst δεν υποστηρίζει την καθιέρωση εθνικού κατώτατου μισθού.""",True
"""Οι Birthers έχουν αποκτήσει αντίγραφο του πιστοποιητικού γέννησης του Ομπάμα από την Κένυα.""",False
"""Keystone σημαίνει ξεκλείδωμα της καναδικής πίσσας.""",False
"""Η μείωση του φόρου εργασίας δημιούργησε πάνω από 40.000 νέες θέσεις εργασίας μόνο τα τελευταία τέσσερα χρόνια.""",False
"""Υπάρχουν τουλάχιστον διπλάσιοι έμποροι πυροβόλων όπλων με άδεια στην Καλιφόρνια από ό,τι τα McDonalds.""",True
"""Έπαιξα σε ένα παιχνίδι εδώ εναντίον των Pittsburgh Steelers όπου υπήρχαν 23 ίντσες χιόνι.Παίξαμε σε τουλάχιστον 15 ίντσες από αυτό.""",False
"""Το Υπουργείο Εσωτερικών και Ασφάλειας θεωρεί ότι οι βετεράνοι που επιστρέφουν στο στρατό και οι κάτοχοι όπλων είναι πιθανό να διαπράξουν τρομοκρατικές ενέργειες.""",False
"""Τα στοιχεία για τα βίαια εγκλήματα δείχνουν ότι το Ουισκόνσιν έχει γίνει λιγότερο ασφαλές από ό,τι ήταν όταν ανέλαβε τα καθήκοντά του ο Σκοτ Γουόκερ.""",False
"""Η βομβιστική επίθεση στον Μαραθώνιο της Βοστώνης είναι η πέμπτη περίπτωση κατά την οποία αξιωματούχοι της αμερικανικής κυβέρνησης εξέτασαν άτομα που ενδεχομένως εμπλέκονται στην τρομοκρατία και θεώρησαν ότι δεν αποτελούν απειλή, ενώ στη συνέχεια πραγματοποίησαν τρομοκρατικές δολοφονίες.""",True
"""Το 2006, ο Ντόναλντ Τραμπ ήλπιζε σε ένα κραχ των ακινήτων.""",True
"""Η πρόταση προϋπολογισμού της ρεπουμπλικανικής ηγεσίας δεν περιέχει αριθμούς.""",True
"""Λέει ότι 1 στις 7 αμερικανικές οικογένειες λαμβάνει κουπόνια τροφίμων.""",True
"""Το καζίνο της Kenosha θα είναι ένας από τους μεγαλύτερους εργοδότες της πολιτείας και θα πληρώνει περισσότερα στην πολιτεία από οποιαδήποτε άλλη εταιρεία ή φυλή ουσιαστικά, θα είναι ο μεγαλύτερος φορολογούμενος του Wisconsins.""",True
"""Ο αγώνας μας ήταν ο πιο στενός αγώνας για τη Γερουσία των ΗΠΑ στο Οχάιο εδώ και 36 χρόνια - όταν ο Howard Metzenbaum νίκησε τον Robert Taft το 1976.""",True
"""Η Βασόρα, η Μοσούλη και τώρα η Σαντρ Σίτι είναι ήσυχες και είναι μακρύ και δύσκολο και θα υπάρξουν πισωγυρίσματα.""",False
"""Λέει ότι τα επεξεργασμένα λύματα της Austins, που διοχετεύονται στον ποταμό Κολοράντο, είναι υψηλότερης ποιότητας από το νερό που παίρνει η πόλη από τη λίμνη για δημόσια χρήση.""",True
"""Μια τροπολογία στο νομοσχέδιο της Βουλής των Αντιπροσώπων για τη μεταρρύθμιση της υγείας """"θέτει νέους περιορισμούς στην πρόσβαση των γυναικών στην κάλυψη των αμβλώσεων στην ιδιωτική αγορά ασφάλισης υγείας, ακόμη και όταν θα πλήρωναν τα ασφάλιστρα με δικά τους χρήματα"""".""",False
"""Ως πρόεδρος, ο Μπαράκ Ομπάμα δεν έχει επισκεφθεί ποτέ το Ισραήλ.""",True
"""Ήμασταν η χειρότερη πολιτεία της χώρας στη μετακίνηση των ανθρώπων από την πρόνοια στην εργασία.""",False
"""Λέει ότι ο ιδιωτικός τομέας στο Τέξας δημιούργησε 1 εκατομμύριο θέσεις εργασίας την τελευταία δεκαετία.""",True
"""Το Πεντάγωνο επιβεβαιώνει ότι μπορεί να περάσει στρατοδικείο στρατιώτες που έχουν χριστιανική πίστη.""",False
"""Το Cobb είναι ένα από τα μεγαλύτερα σχολικά συστήματα (στη χώρα) που δεν έχει χρέος.""",True
"""Έχουμε περισσότερα έσοδα από ποτέ.""",False
"""Μεταξύ 2010 και 2014, δεν υπήρξε καθαρή μετανάστευση από το Μεξικό.""",True
"""Το ταμείο αναπηρίας της Κοινωνικής Ασφάλισης θα καταρρεύσει το 2016.""",True
"""Το σοκαριστικό ποσοστό των 20 βετεράνων που αυτοκτονούν κάθε μέρα, ειδικά οι ηλικιωμένοι βετεράνοι μας, είναι πολύ μεγάλο.""",True
"""Σήμερα, τα πέντε μεγαλύτερα χρηματοπιστωτικά ιδρύματα είναι κατά 38 % μεγαλύτερα από ό,τι ήταν το 2008, όταν ήταν πολύ μεγάλα για να χρεοκοπήσουν.""",True
"""Η Βουλή των Αντιπροσώπων ψήφισε κατά της εμπλοκής στο Κοσσυφοπέδιο, και ο Μπιλ Κλίντον συνέχισε να πολεμά ούτως ή άλλως.Και, τελικά, η ψηφοφορία πέρασε.""",True
"""Γνωρίζατε ότι οι ΗΠΑ είναι ένα από τα ελάχιστα έθνη στον κόσμο χωρίς επίσημη γλώσσα	""",True
"""Κάθε φορά που αυξήθηκε ο κατώτατος μισθός, παρατηρήθηκε αύξηση των θέσεων εργασίας.""",False
"""Το νομοθετικό σώμα της Φλόριντα αύξησε τους φόρους και τα τέλη κατά σχεδόν 2 δισεκατομμύρια δολάρια στη σύνοδο του 2009.""",True
"""Έχουμε περισσότερους ανθρώπους που εργάζονται στην καθαρή και πράσινη ενέργεια από ό,τι στο πετρέλαιο και το φυσικό αέριο σε αυτή τη χώρα.""",True
"""Η Φλόριντα έχει 1.200 γήπεδα γκολφ.Νομίζω ότι 58 εκατομμύρια γύροι παίζονται ετησίως στη Φλόριντα.Έχουμε το 44% του συνόλου των ταξιδιωτικών γκολφ στη χώρα εδώ.5 εκατομμύρια άνθρωποι έρχονται εδώ μόνο για γκολφ.""",True
"""Λέει ότι η Χίλαρι Κλίντον είχε μια μυστική νοσοκόμα μαζί της στην τελετή μνήμης της 11ης Σεπτεμβρίου στη Νέα Υόρκη.""",False
"""Μόνο το 50 % των μαθητών από τα δημόσια λύκεια του Μιλγουόκι συνεχίζουν σε κολλέγια δύο ή τεσσάρων ετών.""",True
"""Το ταχύτερα αναπτυσσόμενο μέρος του προϋπολογισμού των Πενταγώνων είναι οι δαπάνες υγειονομικής περίθαλψης.""",True
"""Οι αμυντικές δαπάνες, προσαρμοσμένες στον πληθωρισμό, έχουν μειωθεί κατά 21% από το 2010, και ακόμη και αν εξαιρέσουμε τις αποσύρσεις στο Ιράκ και το Αφγανιστάν, εξακολουθούν να έχουν μειωθεί κατά επικίνδυνο 12%.""",True
"""Σύμφωνα με στοιχεία της ATF, το 70 % των πυροβόλων όπλων που ανακτήθηκαν και εντοπίστηκαν σε εγκλήματα καρτέλ ναρκωτικών στο Μεξικό προέρχονται από τις Ηνωμένες Πολιτείες.""",True
"""Οι δύο χειρότερες κομητείες για απάτη (Medicaid) στη χώρα - όχι στην πολιτεία - είναι η κομητεία Dade και Broward.""",True
"""Τα πυροτεχνήματα δεν ήταν ποτέ πιο ασφαλή, και η χρήση τους συνεχίζει να αυξάνεται κάθε χρόνο.""",True
"""Λέει ότι ο Ντόναλντ Τραμπ και ο Ρον Τζόνσον αντιτίθενται στο δικαίωμα της γυναίκας να επιλέγει και ότι ο Τζόνσον ψήφισε κατά του νόμου για τη βία κατά των γυναικών.""",True
"""Λέει ότι πάνω από το 40 % των πρόσφατων ομολόγων της κομητείας αφορούν την περιφέρεια 1, τη βορειοανατολική κομητεία Travis, επειδή εντοπίζει γρήγορα έργα που βοηθούν να γίνει η East Side ένα επιθυμητό μέρος για να ζήσει κανείς.""",True
"""Το Medicare πέρασε ουσιαστικά χωρίς καμία υποστήριξη από τους Ρεπουμπλικάνους.""",False
"""Λέει ότι ο πρόεδρος της πολιτειακής Γερουσίας του Ουισκόνσιν, Michael Elllis (R-Neenah), παραβίασε τους κανόνες της Γερουσίας κατά τη διάρκεια της συζήτησης για το νομοσχέδιο περί ταυτότητας με φωτογραφία για τους ψηφοφόρους.""",False
"""Η γερουσιαστής Hutchison εγκατέλειψε τους Ρεπουμπλικάνους και συμπαρατάχθηκε με τους Δημοκρατικούς για να εξασφαλίσει ότι η νομοθεσία για την υγειονομική περίθαλψη θα περάσει γρήγορα.""",False
"""Είναι πιο ζεστά στον Άρη απ' ό,τι σε μέρη των Ηνωμένων Πολιτειών και του Καναδά κατά τη διάρκεια της πολικής δίνης.""",False
"""Λέει ότι το Υπουργείο Εσωτερικής και Ασφάλειας έχει παραγγείλει αρκετά πυρομαχικά διαμετρήματος .40 για να σκοτώσει κάθε άνδρα, γυναίκα και παιδί στις Ηνωμένες Πολιτείες, πιθανώς για να καταπολεμήσει μαζικές πολιτικές αναταραχές ή μια εισβολή από μια ξένη δύναμη.""",False
"""Αν ένας πρόεδρος Ρόμνεϊ δεχόταν ένα τηλεφώνημα από τον πρόεδρο της εκκλησίας των Μορμόνων, δεν έχει άλλη επιλογή από το να υπακούσει.Είναι η υπακοή πάνω από την οικογένεια και την πατρίδα.""",False
"""Υπό την ηγεσία του κυβερνήτη Rick Perrys [το Τέξας] έχει δημιουργήσει περισσότερες θέσεις εργασίας την τελευταία δεκαετία από ό,τι οι υπόλοιπες πολιτείες μαζί.""",False
"""Ο Scott Bruun υποστηρίζει την περικοπή του Υπουργείου Εμπορίου και την κατάργηση της NOAA.""",True
"""Λέει ότι μόνο το 25 % των μαθητών λυκείου του Τέξας αποφοιτούν προετοιμασμένοι για το κολέγιο ή τη σταδιοδρομία.""",False
"""Τα νέα κεντρικά γραφεία της Blue Cross στο Providence, αξίας 90 εκατομμυρίων δολαρίων, """"εξοπλίστηκαν με 25 εκατομμύρια δολάρια σε διακόσμηση"""".""",False
"""Σε εθνικό επίπεδο, το ποσοστό ανεργίας για τους βετεράνους είναι πολύ μεγαλύτερο από το εθνικό ποσοστό ανεργίας, και το Ουισκόνσιν είναι ένα από εκείνα τα σπάνια παραδείγματα όπου η ανεργία είναι στην πραγματικότητα χαμηλότερη για τους βετεράνους από ό,τι για τον πληθυσμό στο σύνολό του και σίγουρα χαμηλότερη από ό,τι σε εθνικό επίπεδο.""",True
"""Υπό τον Pat McCrory, (η Βόρεια Καρολίνα) έπεσε στην 41η θέση όσον αφορά την αμοιβή των εκπαιδευτικών.""",False
"""Περισσότερες από 27.000 θέσεις εργασίας στη Ρόουντ Ιλκαι εξαρτώνται από το εμπόριο με τον Καναδά.""",True
"""Έπρεπε να συμπληρώσω εκθέσεις FEC τα τελευταία έξι χρόνια, και είναι πολύ πιο λεπτομερείς από μια φορολογική δήλωση...""",False
